modelName,modelPath,sourceLanguages,targetLanguages,sourceLanguage,targetLanguage,modelURL,description,prependTargetLanguage
opus-mt-tc-bible-big-mul-mul,Helsinki-NLP/opus-mt-tc-bible-big-mul-mul,aar abk ace ach acm ady afb afh afr aii ajp aka akl aln alt amh ami amu ang anp aoz apc ara arc arg arq arz asm ast atj ava avk awa ayl aze azz bak bal bam ban bar bas bcl bel bem ben bho bik bis bod bom bos bpy bre brx bua bug bul bvy byn bzt cak cat cay cbk ceb ces cha che chg chm chq chr chu chv chy cjk cjp cjy ckb cmn cnh cni cnr cop cor cos cre crh crk crs csb cym dag dan deu dik din diq div dje djk dng dop drt dsb dtp dty dws dyu dzo efi egl ell emx eng enm epo est eus evn ewe ext fao fas fij fil fin fkv fon fra frm fro frp frr fry fuc ful fur gag gbm gcf gil gla gle glg glk glv gor gos got grc grn gsw guc guj guw hat hau haw hbo hbs heb her hif hil hin hmn hne hnj hoc hrv hrx hsb hsn hun hus hye hyw iba ibo ido igs iii ike iku ile ilo ina ind inh ipk isl ita ixl izh jaa jak jam jav jbo jdt jpa jpn kaa kab kac kal kam kan kas kat kau kaz kbd kbp kea kek kha khm kik kin kir kiu kjh kmb kmr knc koi kok kom kon kpv krc krl ksh kua kum kur kxi laa lad lah lao lat lav lbe ldn lez lfn lij lim lin lit liv lkt lld lmo lou lrc ltz lua lug luo lus lut luy lzz mad mag mah mai mal mam mar max mdf meh mfa mfe mgm mic mix mkd mlg mlt mnc mni mnr mnw moh mol mon mos mri mrj msa mvv mwl mww mya myv mzn nap nau nav nbl nch nde nds nep new ngt ngu nhg nhn nia niu nld nlv nnb nno nob nog non nov npi nqo nso nst nus nya oar oci ofs oji ood ori orm orv osp oss ota otk pag pai pal pam pan pap pau pcd pck pcm pdc pes pfl phn pih pli plt pms pmy pnt pol por pot ppk ppl prg prs pus quc qxq qya rap rhg rif rmy roh rom ron rue run rup rus sag sah san sat scn sco sdh ses sgs shi shn shs shy sin sjn skr slk slv sma sme sml smn smo sna snd som sot spa sqi srd srn srp ssw stq sun swa swc swe swg swh syc syl syr szl tah tam taq tat tcy tel tet tgk tgl tha thv tig tir tkl tlh tly tmh tmr tmw toi ton tpi tpw trs trv tsn tso tts tuk tum tur tvl twi tyj tyv tzl tzm udm uig ukr umb urd usp uzb vec ven vep vie vls vol vot vro wae wal war wln wol wuu xal xcl xho xmf yid yor yua yue zam zap zea zgh zha zlm zsm zul zza,aar abk ace ach acm ady afb afh_Latn afr aii_Syrc ajp aka akl_Latn aln alt amh ami ami_Latn amu_Latn ang_Latn anp aoz apc ara arc arg arq arz asm ast atj ava avk_Latn awa ayl aze_Cyrl aze_Latn azz azz_Latn bak bal bal_Latn bam_Latn ban bar bas bcl bel bem ben bho bik bis bod bom_Latn bos_Cyrl bos_Latn bpy bre brx bua bug bul bvy_Latn byn bzt_Latn cak cak_Latn cat cay cbk_Latn ceb ces cha che chg_Arab chg_Latn chm chq_Latn chr chu chv chy cjk cjk_Latn cjp_Latn cjy_Hans cjy_Hant ckb cmn cmn_Hans cmn_Hant cnh cnh_Latn cni_Latn cnr cnr_Latn cop cop_Copt cor cos cre cre_Latn crh crk crs csb csb_Latn cym dag_Latn dan deu dik din diq div dje djk djk_Latn dng dop_Latn drt_Latn dsb dtp dty dws_Latn dyu dzo efi egl ell emx_Latn eng enm_Latn epo est eus evn ewe ext fao fas fij fil fin fkv_Latn fon fra frm_Latn fro_Latn frp frr fry fuc ful fur gag gbm gcf gcf_Latn gil gla gle glg glk glv gor gos got got_Goth grc grc_Grek grn gsw guc guj guw guw_Latn hat hau_Latn haw hbo_Hebr hbs hbs_Cyrl hbs_Latn heb her hif_Latn hil hin hin_Latn hmn hne hnj hoc hoc_Wara hrv hrx_Latn hsb hsn hun hus hus_Latn hye hyw hyw_Armn hyw_Latn iba ibo ido_Latn igs_Latn iii ike_Latn iku_Latn ile ile_Latn ilo ina_Latn ind inh inh_Latn ipk isl ita ixl_Latn izh jaa jaa_Bopo jaa_Hira jaa_Kana jaa_Yiii jak_Latn jam jav jav_Java jbo jbo_Cyrl jbo_Latn jdt_Cyrl jpa_Hebr jpn kaa kab kac kal kam kan kas_Arab kas_Deva kat kau kaz kaz_Cyrl kbd kbp kbp_Cans kbp_Ethi kbp_Geor kbp_Grek kbp_Hang kbp_Latn kbp_Mlym kbp_Yiii kea kek kek_Latn kha khm kik kin kir_Cyrl kiu kjh kmb kmr knc koi kok kom kon kpv krc krl ksh kua kum kur_Arab kur_Cyrl kur_Latn kxi_Latn laa_Latn lad lad_Latn lah lao lat lat_Latn lav lbe ldn_Latn lez lfn_Cyrl lfn_Latn lij lim lin lit liv_Latn lkt lld_Latn lmo lou_Latn lrc ltz lua lug luo lus lut_Latn luy lzz_Geor lzz_Latn mad mag mah mai mal mam mam_Latn mar max_Latn mdf meh_Latn mfa mfe mgm_Latn mic mix mix_Latn mkd mlg mlt mnc_Mong mni mnr_Latn mnw moh mol mon mos mri mrj msa_Arab msa_Latn mvv_Latn mwl mww mya myv mzn nap nau nav nbl nch nde nds nep new ngt_Latn ngu ngu_Latn nhg_Latn nhn_Latn nia niu nld nlv_Latn nnb_Latn nno nob nog non nov_Latn npi nqo nso nst_Latn nus nya oar_Hebr oar_Syrc oci ofs_Latn oji_Latn ood_Latn ori orm orv_Cyrl osp_Latn oss ota_Arab ota_Latn ota_Rohg ota_Syrc ota_Thaa ota_Yezi otk otk_Orkh pag pai_Latn pal pam pan pan_Guru pap pau pcd pck_Latn pcm pdc pes pfl phn_Phnx pih pih_Latn pli plt pms pmy_Latn pnt_Grek pol por pot_Latn ppk_Latn ppl_Latn prg_Latn prs pus quc qxq_Arab qxq_Latn qya qya_Latn rap rhg_Latn rif_Latn rmy roh rom rom_Cyrl ron rue run rup rus sag sah san san_Deva sat sat_Latn scn sco sdh ses sgs shi_Latn shn shs_Latn shy_Latn sin sjn_Latn skr slk slv sma sme sml_Latn smn smo sna snd_Arab som sot spa sqi srd srn srp_Cyrl ssw stq sun swa swc swe swg swh syc_Syrc syl_Sylo syr szl tah tam taq tat tcy tel tet tgk_Cyrl tgk_Latn tgl tgl_Latn tgl_Tglg tha thv tig tir tkl tlh tlh_Latn tly_Latn tmh tmr_Hebr tmw_Latn toi toi_Latn ton tpi tpw_Latn trs trs_Latn trv tsn tso tts tuk tuk_Cyrl tuk_Latn tum tur tvl twi tyj_Latn tyv tzl tzl_Latn tzm_Latn tzm_Tfng udm uig uig_Arab uig_Cyrl uig_Latn ukr umb urd usp_Latn uzb_Cyrl uzb_Latn vec ven vep vie vls vol_Latn vot vot_Latn vro wae wal war wln wol wuu xal xcl_Armn xcl_Latn xho xmf yid yor yua yue_Hans yue_Hant zam zap zea zgh zha zlm_Arab zlm_Latn zsm_Arab zsm_Latn zul zza,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-mul-mul,Neural machine translation model for translating from Multiple languages (mul) to Multiple languages (mul). Note that many of the listed languages will not be well supported by the model as the training data is very limited for the majority of the languages. Translation performance varies a lot and for a large number of language pairs it will not work at all.,True
opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,akl bcl bik bto ceb cgc fil gor hil ify ilo krj mbb mbt mog mrw msm mta obo pag pam sxn tbl war,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-phi-deu_eng_fra_por_spa,Neural machine translation model for translating from Philippine languages (phi) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-phi-en,Helsinki-NLP/opus-mt-tc-bible-big-phi-en,akl bcl bik bto ceb cgc fil gor hil ify ilo krj mbb mbt mog mrw msm mta obo pag pam sxn tbl war,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-phi-en,Neural machine translation model for translating from Philippine languages (phi) to English (en).,False
opus-mt-tc-bible-big-poz-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-poz-deu_eng_fra_por_spa,aai ace agn aia akl alj alp amk aoz apr atq aui ban bcl bep bhz bik bku blz bmk bnp bpr bps btd bth bto bts btx bug buk bvy bzh ceb cgc cha dad dob dtp dww emi far fij fil frd gfk gil gor haw hil hla hnn hot hvn iba ifa ifb ifk ifu ify ilo ind iry itv jak jav jvn kbm khz kje kne kpg kqe kqf kqw krj kud kwf kzf laa law lcm leu lew lex lid ljp lnd mad mah mak max mbb mbf mbt mee mek mgm mhy mlg mmo mmx mna mnb mog mox mpx mqj mri mrw msa msm mta mva mvp mvv mwc mwv myw mzz nak nau nia nij niu npy nsn nss nwi obo pag pam pau plt plw pmf pmy pne ppk prf ptp ptu pwg rai rap rej rro rug sas sbl sda sgb sgz smk sml smo snc sps stn sun swp sxn tah tbc tbl tbo tet tgl tgo tgp tkl tlx tmw ton tpa tpz tte tuc tvl twb twu txa ubr uvl viv war wed wuv xsb xsi yml zlm zsm,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-poz-deu_eng_fra_por_spa,Neural machine translation model for translating from Malayo-Polynesian languages (poz) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-poz-en,Helsinki-NLP/opus-mt-tc-bible-big-poz-en,aai ace agn aia akl alj alp amk aoz apr atq aui ban bcl bep bhz bik bku blz bmk bnp bpr bps btd bth bto bts btx bug buk bvy bzh ceb cgc cha dad dob dtp dww emi far fij fil frd gfk gil gor haw hil hla hnn hot hvn iba ifa ifb ifk ifu ify ilo ind iry itv jak jav jvn kbm khz kje kne kpg kqe kqf kqw krj kud kwf kzf laa law lcm leu lew lex lid ljp lnd mad mah mak max mbb mbf mbt mee mek mgm mhy mlg mmo mmx mna mnb mog mox mpx mqj mri mrw msa msm mta mva mvp mvv mwc mwv myw mzz nak nau nia nij niu npy nsn nss nwi obo pag pam pau plt plw pmf pmy pne ppk prf ptp ptu pwg rai rap rej rro rug sas sbl sda sgb sgz smk sml smo snc sps stn sun swp sxn tah tbc tbl tbo tet tgl tgo tgp tkl tlx tmw ton tpa tpz tte tuc tvl twb twu txa ubr uvl viv war wed wuv xsb xsi yml zlm zsm,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-poz-en,Neural machine translation model for translating from Malayo-Polynesian languages (poz) to English (en).,False
opus-mt-tc-bible-big-poz-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-poz-fra_ita_por_spa,aai ace agn aia alj alp amk aoz apr atq aui ban bcl bep bhz bku blz bmk bnp bpr bps btd bth bto bts btx bug buk bzh ceb cgc cha dad dob dtp dww emi far fij fil frd gfk gil gor haw hil hla hnn hot hvn iba ifa ifb ifk ifu ify ilo ind iry itv jak jav jvn kbm khz kje kne kpg kqe kqf kqw krj kud kwf kzf law lcm leu lew lex lid ljp lnd mad mah mak mbb mbf mbt mee mek mhy mlg mmo mmx mna mnb mog mox mpx mqj mri mrw msa msm mta mva mvp mwc mwv myw mzz nak nau nia nij npy nsn nss nwi obo pag pam pau plt plw pmf pne ppk prf ptp ptu pwg rai rej rro rug sas sbl sda sgb sgz smk sml smo snc sps stn sun swp sxn tah tbc tbl tbo tet tgl tgo tgp tlx ton tpa tpz tte tuc twb twu txa ubr uvl viv war wed wuv xsb xsi yml zsm,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-poz-fra_ita_por_spa,Neural machine translation model for translating from Malayo-Polynesian languages (poz) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-pqe-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-pqe-deu_eng_fra_por_spa,aai aia alp amk aoz apr aui bmk bnp buk bzh dad dob dww emi far fij frd gfk gil haw hla hot hvn kbm khz kje kpg kqf kqw kud kwf lcm leu lex lid mah mee mek mgm mmo mmx mna mox mpx mri mva mwc myw mzz nak nau niu nsn nss nwi ptp pwg rai rap rro rug sgz smo snc sps stn swp tah tbc tbo tet tgo tgp tkl tlx ton tpa tpz tte tuc tvl twu ubr uvl viv wed wuv xsi yml,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-pqe-deu_eng_fra_por_spa,Neural machine translation model for translating from Eastern Malayo-Polynesian languages (pqe) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-pqw-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-pqw-deu_eng_fra_por_spa,ace akl ban bcl bik btd bth bto bts btx bug ceb cgc cha dtp fil gor hil iba ify ilo ind jak jav krj ljp mad mak max mbb mbt mhy mlg mog mrw msa msm mta mwv nia nij obo pag pam pau plt rej sas sda sml sun sxn tbl tmw war zlm zsm,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-pqw-deu_eng_fra_por_spa,Neural machine translation model for translating from Western Malayo-Polynesian languages (pqw) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-pqw-en,Helsinki-NLP/opus-mt-tc-bible-big-pqw-en,ace akl ban bcl bik btd bth bto bts btx bug ceb cgc cha dtp fil gor hil iba ify ilo ind jak jav krj ljp mad mak max mbb mbt mhy mlg mog mrw msa msm mta mwv nia nij obo pag pam pau plt rej sas sda sml sun sxn tbl tmw war zlm zsm,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-pqw-en,Neural machine translation model for translating from Western Malayo-Polynesian languages (pqw) to English (en).,False
opus-mt-tc-bible-big-pqw-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-pqw-fra_ita_por_spa,ace ban bcl btd bth bto bts btx bug ceb cgc cha dtp fil gor hil iba ify ilo ind jak jav krj ljp mad mak mbb mbt mhy mlg mog mrw msa msm mta mwv nia nij obo pag pam pau plt rej sas sda sml sun sxn tbl war zsm,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-pqw-fra_ita_por_spa,Neural machine translation model for translating from Western Malayo-Polynesian languages (pqw) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,acf arg ast cat cbk cos crs egl ext fra frm fro frp fur gcf glg hat ita kea lad lij lld lmo lou mfe mol mwl nap oci osp pap pcd pms por roh ron rup scn spa srd vec wln,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-roa-deu_eng_fra_por_spa,Neural machine translation model for translating from Romance languages (roa) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-roa-en,Helsinki-NLP/opus-mt-tc-bible-big-roa-en,acf arg ast cat cbk cos egl ext fra frm frp fur gcf glg hat ita kea lad lij lld lmo lou mfe mol mwl nap oci osp pap pms por roh ron rup scn spa srd vec wln,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-roa-en,Neural machine translation model for translating from Romance languages (roa) to English (en).,False
opus-mt-tc-bible-big-sem-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_fra_por_spa,acm afb amh apc ara arc arq arz hbo heb jpa mlt oar phn sgw syc syr tig tir tmr,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_fra_por_spa,Neural machine translation model for translating from Semitic languages (sem) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-sem-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_nld,acm afb amh apc ara arc arq arz hbo heb jpa mlt oar phn sgw syc syr tig tir tmr,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_nld,Neural machine translation model for translating from Semitic languages (sem) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-sem-en,Helsinki-NLP/opus-mt-tc-bible-big-sem-en,acm afb amh apc ara arc arq arz hbo heb jpa mlt oar phn sgw syc syr tig tir tmr,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-sem-en,Neural machine translation model for translating from Semitic languages (sem) to English (en).,False
opus-mt-tc-bible-big-sla-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,bel bos bul ces chu cnr csb dsb hbs hrv hsb mkd orv pol rue rus slk slv srp szl ukr,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-sla-deu_eng_nld,Neural machine translation model for translating from Slavic languages (sla) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-sla-en,Helsinki-NLP/opus-mt-tc-bible-big-sla-en,bel bos bul ces chu cnr csb dsb hbs hrv hsb mkd orv pol rue rus slk slv srp szl ukr,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-sla-en,Neural machine translation model for translating from Slavic languages (sla) to English (en).,False
opus-mt-tc-bible-big-tai-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-tai-deu_eng_fra_por_spa,blt lao shn tha tts tyj zha,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-tai-deu_eng_fra_por_spa,Neural machine translation model for translating from Tai languages (tai) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-trk-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-trk-deu_eng_fra_por_spa,alt aze bak chv crh gag kaa kaz kir kjh krc kum nog ota otk sah tat tuk tur tyv uig uzb,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-trk-deu_eng_fra_por_spa,Neural machine translation model for translating from Turkic languages (trk) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-urj-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_fra_por_spa,chm est fin fkv hun izh koi kom kpv krl liv mdf mrj myv sma sme smn udm vep vot vro,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_fra_por_spa,Neural machine translation model for translating from Uralic languages (urj) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-urj-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_nld,chm est fin fkv hun izh koi kom kpv krl liv mdf mrj myv sma sme smn udm vot vro,deu eng nld,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-urj-deu_eng_nld,Neural machine translation model for translating from Uralic languages (urj) to unknown (deu+eng+nld).,True
opus-mt-tc-bible-big-urj-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,chm est fin fkv hun krl liv mrj myv sme udm vep vro,fra ita por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-urj-fra_ita_por_spa,Neural machine translation model for translating from Uralic languages (urj) to unknown (fra+ita+por+spa).,True
opus-mt-tc-bible-big-zhx-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-zhx-deu_eng_fra_por_spa,cjy cmn hsn wuu yue,deu eng fra por spa,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-zhx-deu_eng_fra_por_spa,Neural machine translation model for translating from Chinese (family) (zhx) to unknown (deu+eng+fra+por+spa).,True
opus-mt-tc-bible-big-zhx-en,Helsinki-NLP/opus-mt-tc-bible-big-zhx-en,cjy cmn hsn wuu yue,eng,,,https://huggingface.co/Helsinki-NLP/opus-mt-tc-bible-big-zhx-en,Neural machine translation model for translating from Chinese (family) (zhx) to English (en).,False
